`,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,COLLISION_ID,VEHICLE TYPE CODE 1
04/14/2021,13:36,QUEENS,11385,40.712776,-73.90601,"(40.712776, -73.90601)",Following Too Closely,Unspecified,4407938,Pick-up Truck
04/16/2021,0:30,QUEENS,11369,40.75868,-73.87552,"(40.75868, -73.87552)",Unsafe Speed,Unspecified,4407713,Sedan
4/11/2021,13:40,,,,,,Unspecified,Unspecified,4408017,Station Wagon/Sport Utility Vehicle
04/16/2021,17:50,QUEENS,11368,40.74661,-73.86473,"(40.74661, -73.86473)",Alcohol Involvement,Unspecified,4408208,Station Wagon/Sport Utility Vehicle
04/16/2021,16:01,BRONX,10460,40.835705,-73.88875,"(40.835705, -73.88875)",Unsafe Speed,Unspecified,4408043,Sedan
03/28/2021,18:30,BROOKLYN,11221,40.688404,-73.93803,"(40.688404, -73.93803)",Unspecified,,4408233,Station Wagon/Sport Utility Vehicle
4/12/2021,20:00,QUEENS,11357,40.781715,-73.823845,"(40.781715, -73.823845)",Failure to Yield Right-of-Way,,4407990,Sedan
4/02/2021,21:15,,,40.730644,-73.97329,"(40.730644, -73.97329)",Unsafe Speed,Unspecified,4408079,Sedan
04/16/2021,15:05,,,40.75218,-73.85201,"(40.75218, -73.85201)",Following Too Closely,Unspecified,4408217,Sedan
04/16/2021,15:45,BROOKLYN,11222,40.731422,-73.94641,"(40.731422, -73.94641)",Failure to Yield Right-of-Way,Unspecified,4408331,Sedan
04/15/2021,8:20,MANHATTAN,10022,40.761234,-73.96389,"(40.761234, -73.96389)",Driver Inattention/Distraction,,4407698,Station Wagon/Sport Utility Vehicle
4/10/2021,19:09,BROOKLYN,11212,40.668976,-73.90668,"(40.668976, -73.90668)",Unspecified,Unspecified,4407825,Sedan
4/12/2021,6:55,,,,,,Following Too Closely,Unspecified,4408411,Station Wagon/Sport Utility Vehicle
04/15/2021,18:20,BROOKLYN,11203,40.637276,-73.93177,"(40.637276, -73.93177)",Unspecified,Unspecified,4408122,Station Wagon/Sport Utility Vehicle
4/11/2021,1:36,,,40.788685,-73.94386,"(40.788685, -73.94386)",Driver Inattention/Distraction,Unspecified,4407838,Sedan
9/11/2021,4:27,,,,,,Passing Too Closely,Unspecified,4456364,Station Wagon/Sport Utility Vehicle
04/16/2021,22:42,,,40.87356,-73.81853,"(40.87356, -73.81853)",Passing or Lane Usage Improper,Passing or Lane Usage Improper,4407948,Sedan
04/14/2021,23:32,MANHATTAN,10029,40.795006,-73.9485,"(40.795006, -73.9485)",Driver Inattention/Distraction,,4407843,Sedan
04/15/2021,8:30,,,40.820095,-73.955086,"(40.820095, -73.955086)",Unspecified,Unspecified,4407515,Taxi
04/14/2021,11:26,,,40.594334,-73.990944,"(40.594334, -73.990944)",Driver Inattention/Distraction,,4407312,Sedan
04/14/2021,11:00,,,40.666306,-73.79171,"(40.666306, -73.79171)",Unsafe Speed,Unsafe Lane Changing,4407314,Sedan
04/14/2021,12:37,BROOKLYN,11215,40.673008,-73.97851,"(40.673008, -73.97851)",Passing or Lane Usage Improper,Unspecified,4407489,Station Wagon/Sport Utility Vehicle
04/14/2021,0:25,,,40.583626,-73.98407,"(40.583626, -73.98407)",Unsafe Speed,,4407656,Station Wagon/Sport Utility Vehicle
04/14/2021,12:45,BRONX,10468,40.874474,-73.90031,"(40.874474, -73.90031)",Unspecified,Unspecified,4407332,Sedan
04/14/2021,14:25,BROOKLYN,11204,40.633995,-73.98138,"(40.633995, -73.98138)",Unspecified,Unspecified,4407506,Taxi
04/14/2021,23:20,,,40.772327,-73.94531,"(40.772327, -73.94531)",Unspecified,Unspecified,4408401,Sedan
04/15/2021,18:45,BROOKLYN,11206,40.704937,-73.94932,"(40.704937, -73.94932)",Other Vehicular,Other Vehicular,4407677,Sedan
04/14/2021,15:34,BROOKLYN,11232,40.653873,-74.008156,"(40.653873, -74.008156)",Reaction to Uninvolved Vehicle,,4407359,Sedan
04/16/2021,23:30,,,,,,Unspecified,,4408060,Sedan
04/15/2021,3:46,,,,,,Driver Inattention/Distraction,,4407533,Sedan
4/08/2021,0:00,,,40.677917,-73.93861,"(40.677917, -73.93861)",Following Too Closely,Unspecified,4408266,Station Wagon/Sport Utility Vehicle
04/14/2021,13:20,BROOKLYN,11223,40.59857,-73.9689,"(40.59857, -73.9689)",Unspecified,Unspecified,4407696,Sedan
04/14/2021,6:15,,,40.809563,-73.92923,"(40.809563, -73.92923)",Unspecified,Unspecified,4407261,Tractor Truck Diesel
04/16/2021,15:12,BROOKLYN,11238,40.68836,-73.96444,"(40.68836, -73.96444)",Unspecified,Unspecified,4407857,Sedan
04/14/2021,19:30,BROOKLYN,11212,40.666737,-73.90224,"(40.666737, -73.90224)",Failure to Yield Right-of-Way,Unspecified,4407490,Station Wagon/Sport Utility Vehicle
04/14/2021,10:30,QUEENS,11379,40.713173,-73.90076,"(40.713173, -73.90076)",Unspecified,,4407788,Station Wagon/Sport Utility Vehicle
04/15/2021,6:00,QUEENS,11001,40.73006,-73.710754,"(40.73006, -73.710754)",Unspecified,,4408379,Station Wagon/Sport Utility Vehicle
04/13/2021,16:20,BROOKLYN,11203,40.652317,-73.92752,"(40.652317, -73.92752)",Driver Inattention/Distraction,Unspecified,4408103,Station Wagon/Sport Utility Vehicle
04/15/2021,1:20,,,40.76122,-73.93056,"(40.76122, -73.93056)",Unspecified,,4408076,Bike
4/12/2021,18:00,,,40.588722,-73.960464,"(40.588722, -73.960464)",Failure to Yield Right-of-Way,Unspecified,4408049,Station Wagon/Sport Utility Vehicle
04/14/2021,17:25,,,40.643456,-73.972725,"(40.643456, -73.972725)",Unspecified,Unspecified,4407527,Sedan
4/12/2021,19:45,BRONX,10467,40.865532,-73.86238,"(40.865532, -73.86238)",Other Vehicular,,4407836,Sedan
04/16/2021,16:46,,,40.67612,-73.936005,"(40.67612, -73.936005)",Unspecified,,4408274,Station Wagon/Sport Utility Vehicle
04/15/2021,9:20,,,40.620663,-74.1524,"(40.620663, -74.1524)",Unsafe Lane Changing,Unspecified,4407547,Station Wagon/Sport Utility Vehicle
04/15/2021,13:30,QUEENS,11378,40.72166,-73.888664,"(40.72166, -73.888664)",Failure to Yield Right-of-Way,Unspecified,4407815,Station Wagon/Sport Utility Vehicle
04/14/2021,17:45,QUEENS,11426,40.733723,-73.72516,"(40.733723, -73.72516)",Unspecified,Unspecified,4408375,Sedan
04/14/2021,9:30,,,40.745686,-73.97213,"(40.745686, -73.97213)",Driver Inattention/Distraction,Unspecified,4407279,Station Wagon/Sport Utility Vehicle
04/14/2021,0:00,BRONX,10463,40.875294,-73.9088,"(40.875294, -73.9088)",Unspecified,,4407331,Station Wagon/Sport Utility Vehicle
04/15/2021,16:54,BRONX,10454,40.803555,-73.91184,"(40.803555, -73.91184)",Unspecified,Unspecified,4407686,Sedan
04/15/2021,19:20,,,40.7605,-73.95699,"(40.7605, -73.95699)",Pavement Slippery,Following Too Closely,4408398,Sedan
04/16/2021,0:17,,,40.661995,-73.91959,"(40.661995, -73.91959)",Unspecified,,4408066,Sedan
04/16/2021,13:02,BROOKLYN,11205,40.69045,-73.959435,"(40.69045, -73.959435)",Passing Too Closely,Unspecified,4408309,Station Wagon/Sport Utility Vehicle
04/16/2021,11:38,BROOKLYN,11212,40.658672,-73.90019,"(40.658672, -73.90019)",Unspecified,,4408068,Station Wagon/Sport Utility Vehicle
04/15/2021,22:50,,,40.711227,-73.72826,"(40.711227, -73.72826)",Unspecified,Unspecified,4407691,Station Wagon/Sport Utility Vehicle
04/14/2021,13:07,BROOKLYN,11206,40.700485,-73.93637,"(40.700485, -73.93637)",Following Too Closely,Unspecified,4407353,Bike
04/14/2021,18:49,BRONX,10455,40.816555,-73.91755,"(40.816555, -73.91755)",Turning Improperly,Unspecified,4407433,Station Wagon/Sport Utility Vehicle
04/15/2021,22:35,,,40.861862,-73.91282,"(40.861862, -73.91282)",Traffic Control Disregarded,Traffic Control Disregarded,4407679,Sedan
04/14/2021,22:20,BRONX,10469,40.875793,-73.85465,"(40.875793, -73.85465)",Other Vehicular,,4407566,Sedan
04/16/2021,6:30,QUEENS,11434,40.68657,-73.776146,"(40.68657, -73.776146)",Unspecified,Unspecified,4408026,Sedan
04/14/2021,17:30,BROOKLYN,11232,40.654705,-74.00731,"(40.654705, -74.00731)",Unspecified,,4407651,Sedan
04/14/2021,9:50,BROOKLYN,11219,40.637054,-73.98643,"(40.637054, -73.98643)",Unspecified,,4407296,Sedan
04/16/2021,12:00,,,40.6191,-74.159615,"(40.6191, -74.159615)",Driver Inattention/Distraction,Unspecified,4407826,Sedan
04/16/2021,11:30,,,,,,Following Too Closely,Unspecified,4408186,Station Wagon/Sport Utility Vehicle
04/14/2021,8:00,,,40.734566,-73.72269,"(40.734566, -73.72269)",Driver Inattention/Distraction,Unspecified,4407368,Bus
04/13/2021,9:35,BROOKLYN,11211,40.714912,-73.94784,"(40.714912, -73.94784)",Following Too Closely,Unspecified,4407804,Station Wagon/Sport Utility Vehicle
04/14/2021,6:10,QUEENS,11372,40.74734,-73.88673,"(40.74734, -73.88673)",Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,4407242,Station Wagon/Sport Utility Vehicle
04/16/2021,18:18,BROOKLYN,11205,40.6963,-73.97545,"(40.6963, -73.97545)",Driver Inattention/Distraction,Unspecified,4407858,Sedan
04/16/2021,9:40,BROOKLYN,11236,40.63598,-73.915146,"(40.63598, -73.915146)",Unspecified,,4407795,Sedan
04/14/2021,12:00,QUEENS,11428,40.724358,-73.742516,"(40.724358, -73.742516)",Traffic Control Disregarded,Unspecified,4407347,Sedan
04/16/2016,14:20,BROOKLYN,11214,40.586277,-73.9862,"(40.586277, -73.9862)",Driver Inattention/Distraction,Unspecified,4408059,Sedan
04/16/2021,1:30,,,40.671932,-73.85165,"(40.671932, -73.85165)",Unsafe Lane Changing,Unspecified,4407715,Sedan
4/10/2021,23:05,BROOKLYN,11236,40.650703,-73.920586,"(40.650703, -73.920586)",Driver Inattention/Distraction,Unspecified,4408114,Station Wagon/Sport Utility Vehicle
04/14/2021,5:32,,,,,,Following Too Closely,Unspecified,4407480,Sedan
04/16/2021,6:49,STATEN ISLAND,10305,40.61378,-74.07225,"(40.61378, -74.07225)",Passing Too Closely,Passing Too Closely,4408312,Bus
04/15/2021,22:15,QUEENS,11378,40.727375,-73.90313,"(40.727375, -73.90313)",Unsafe Speed,Unspecified,4407922,Sedan
04/14/2021,15:10,STATEN ISLAND,10306,40.573204,-74.09711,"(40.573204, -74.09711)",Traffic Control Disregarded,Unspecified,4407342,Station Wagon/Sport Utility Vehicle
04/16/2021,17:04,,,,,,Following Too Closely,Unspecified,4407882,Sedan
04/15/2021,13:30,,,40.671604,-73.86907,"(40.671604, -73.86907)",Unspecified,Unspecified,4407748,Sedan
04/15/2021,16:50,QUEENS,11101,40.740276,-73.92782,"(40.740276, -73.92782)",Driver Inattention/Distraction,Driver Inattention/Distraction,4407619,Pick-up Truck
04/14/2021,16:02,,,,,,Following Too Closely,Unspecified,4407534,Sedan
4/06/2021,15:02,BROOKLYN,11216,40.684,-73.95031,"(40.684, -73.95031)",Passing Too Closely,Unspecified,4408297,Station Wagon/Sport Utility Vehicle
04/15/2021,15:00,,,40.704494,-73.81743,"(40.704494, -73.81743)",Following Too Closely,Unspecified,4407763,Station Wagon/Sport Utility Vehicle
04/16/2021,6:50,,,40.845642,-73.90211,"(40.845642, -73.90211)",Unsafe Lane Changing,Unspecified,4408005,Sedan
04/14/2021,10:16,,,,,,Driver Inattention/Distraction,Driver Inattention/Distraction,4407390,Station Wagon/Sport Utility Vehicle
04/15/2021,5:36,,,40.82681,-73.85361,"(40.82681, -73.85361)",Following Too Closely,Unspecified,4407504,Station Wagon/Sport Utility Vehicle
4/06/2021,21:30,BROOKLYN,11233,40.681168,-73.92941,"(40.681168, -73.92941)",Passing Too Closely,Unspecified,4408231,Sedan
4/09/2021,20:00,BROOKLYN,11203,40.64739,-73.92314,"(40.64739, -73.92314)",Unspecified,,4408106,Sedan
04/15/2021,8:30,,,40.687138,-73.75136,"(40.687138, -73.75136)",Failure to Yield Right-of-Way,,4407542,Sedan
03/25/2021,9:52,,,,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,4407819,Sedan
04/15/2021,9:09,,,40.865143,-73.87204,"(40.865143, -73.87204)",Unspecified,,4407523,Sedan
04/14/2021,22:50,,,40.866673,-73.90896,"(40.866673, -73.90896)",Driver Inattention/Distraction,Following Too Closely,4407428,Station Wagon/Sport Utility Vehicle
4/10/2021,18:50,QUEENS,11378,40.72313,-73.90614,"(40.72313, -73.90614)",Unspecified,,4408257,Station Wagon/Sport Utility Vehicle
04/15/2021,14:46,,,40.674934,-73.80186,"(40.674934, -73.80186)",Unspecified,Unspecified,4407595,Station Wagon/Sport Utility Vehicle
04/15/2021,11:10,BROOKLYN,11237,40.708363,-73.92401,"(40.708363, -73.92401)",Driver Inattention/Distraction,Unspecified,4407672,Tractor Truck Diesel
04/16/2021,11:20,QUEENS,11104,40.739525,-73.92512,"(40.739525, -73.92512)",Driver Inattention/Distraction,Unspecified,4407832,Sedan
04/14/2021,18:04,,,40.637997,-74.02136,"(40.637997, -74.02136)",Unspecified,Unspecified,4407384,Station Wagon/Sport Utility Vehicle
04/14/2021,21:40,,,40.750965,-73.94027,"(40.750965, -73.94027)",Driver Inattention/Distraction,,4408387,
04/15/2020,15:20,,,40.671585,-73.99843,"(40.671585, -73.99843)",Driver Inattention/Distraction,Unspecified,4407790,Sedan
04/15/2021,16:10,QUEENS,11412,40.694294,-73.74868,"(40.694294, -73.74868)",Unspecified,Unspecified,4407612,Station Wagon/Sport Utility Vehicle
4/08/2021,17:25,,,40.810173,-73.95117,"(40.810173, -73.95117)",Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,4407775,Bike
04/16/2021,9:29,QUEENS,11411,40.694748,-73.73427,"(40.694748, -73.73427)",Driver Inattention/Distraction,Unspecified,4407864,Sedan
04/14/2021,19:30,,,40.687103,-73.89251,"(40.687103, -73.89251)",Driverless/Runaway Vehicle,,4407379,Sedan
04/14/2021,15:00,BROOKLYN,11235,0,0,"(0.0, 0.0)",Driver Inattention/Distraction,Unspecified,4408054,Sedan
04/14/2021,3:04,,,40.861744,-73.911804,"(40.861744, -73.911804)",Unsafe Speed,,4407156,Station Wagon/Sport Utility Vehicle
04/15/2021,19:45,,,40.741074,-73.7258,"(40.741074, -73.7258)",Unspecified,Unspecified,4407634,Station Wagon/Sport Utility Vehicle
04/13/2021,8:24,QUEENS,11436,40.67875,-73.794,"(40.67875, -73.794)",Traffic Control Disregarded,Unspecified,4408389,Sedan
04/14/2021,13:16,BROOKLYN,11207,40.666943,-73.890144,"(40.666943, -73.890144)",Driver Inattention/Distraction,Unspecified,4407724,Sedan
04/16/2021,8:30,BROOKLYN,11225,40.6635,-73.94276,"(40.6635, -73.94276)",Unspecified,,4407942,Station Wagon/Sport Utility Vehicle
7/09/2021,14:19,BRONX,10461,40.850304,-73.85137,"(40.850304, -73.85137)",Failure to Yield Right-of-Way,Other Vehicular,4456714,Sedan
04/16/2021,20:17,BRONX,10451,40.827824,-73.91934,"(40.827824, -73.91934)",Failure to Yield Right-of-Way,Unspecified,4408197,E-Bike
04/15/2021,16:08,STATEN ISLAND,10306,40.575832,-74.12409,"(40.575832, -74.12409)",Driver Inexperience,Turning Improperly,4407847,Station Wagon/Sport Utility Vehicle
04/14/2021,10:00,,,40.730366,-73.91388,"(40.730366, -73.91388)",Unspecified,,4407403,Sedan
04/15/2021,17:47,BROOKLYN,11226,40.640945,-73.94852,"(40.640945, -73.94852)",Unspecified,,4408120,Sedan
04/15/2021,12:00,,,40.784237,-73.947075,"(40.784237, -73.947075)",Driver Inattention/Distraction,Unspecified,4407703,Station Wagon/Sport Utility Vehicle
04/15/2021,20:29,QUEENS,11369,40.76803,-73.87722,"(40.76803, -73.87722)",Failure to Yield Right-of-Way,View Obstructed/Limited,4407668,Sedan
04/14/2021,13:06,BROOKLYN,11212,40.669823,-73.90981,"(40.669823, -73.90981)",Unspecified,Unspecified,4407570,Sedan
4/10/2021,16:28,,,40.659336,-73.92726,"(40.659336, -73.92726)",Driver Inattention/Distraction,Unspecified,4408101,Station Wagon/Sport Utility Vehicle
04/16/2021,10:15,,,,,,Passing Too Closely,Unspecified,4407898,Sedan
04/16/2021,4:00,,,40.616093,-74.14523,"(40.616093, -74.14523)",Driver Inattention/Distraction,Unspecified,4407800,Station Wagon/Sport Utility Vehicle
04/16/2021,20:59,QUEENS,11369,40.763546,-73.88209,"(40.763546, -73.88209)",Turning Improperly,Unspecified,4407917,Sedan
04/15/2021,22:27,BROOKLYN,11218,40.637234,-73.97266,"(40.637234, -73.97266)",Unspecified,Unspecified,4408151,Station Wagon/Sport Utility Vehicle
04/15/2021,19:00,,,40.62614,-74.14276,"(40.62614, -74.14276)",Driver Inattention/Distraction,Unspecified,4407758,Sedan
04/16/2021,6:30,,,,,,Pavement Slippery,Pavement Slippery,4407780,Sedan
04/16/2021,7:30,BROOKLYN,11226,40.638313,-73.95751,"(40.638313, -73.95751)",Unspecified,Unspecified,4408034,Box Truck
04/16/2021,9:35,BROOKLYN,11207,40.651352,-73.89275,"(40.651352, -73.89275)",Unsafe Speed,Turning Improperly,4407998,Sedan
04/15/2021,0:08,QUEENS,11433,40.696564,-73.79125,"(40.696564, -73.79125)",Aggressive Driving/Road Rage,Unspecified,4407410,scooter
04/15/2021,17:30,MANHATTAN,10009,40.72728,-73.97906,"(40.72728, -73.97906)",Unspecified,,4408112,Station Wagon/Sport Utility Vehicle
04/16/2021,2:12,BROOKLYN,11207,40.67816,-73.897484,"(40.67816, -73.897484)",Passing or Lane Usage Improper,Unspecified,4407731,Sedan
04/13/2021,16:49,BRONX,10470,40.905174,-73.85417,"(40.905174, -73.85417)",Failure to Yield Right-of-Way,Unspecified,4408095,Sedan
9/11/2021,21:00,BRONX,10454,40.810387,-73.91521,"(40.810387, -73.91521)",Failure to Yield Right-of-Way,Unspecified,4456465,E-Bike
04/14/2021,15:00,MANHATTAN,10018,40.754044,-73.990074,"(40.754044, -73.990074)",Driver Inattention/Distraction,Unspecified,4407470,CATER
04/14/2021,20:25,,,40.755234,-73.941246,"(40.755234, -73.941246)",Passing or Lane Usage Improper,Driver Inattention/Distraction,4407582,Station Wagon/Sport Utility Vehicle
4/10/2021,13:45,BROOKLYN,11206,40.708675,-73.93699,"(40.708675, -73.93699)",Driver Inattention/Distraction,Unspecified,4408360,Station Wagon/Sport Utility Vehicle
04/16/2021,18:45,BROOKLYN,11203,40.65103,-73.93032,"(40.65103, -73.93032)",Traffic Control Disregarded,Unspecified,4408126,Bus
04/14/2021,0:00,BROOKLYN,11220,40.645985,-74.00723,"(40.645985, -74.00723)",Passing Too Closely,Unspecified,4407395,Sedan
04/15/2021,15:05,QUEENS,11357,40.794773,-73.816185,"(40.794773, -73.816185)",Failure to Yield Right-of-Way,Unspecified,4407904,Sedan
04/16/2021,21:04,MANHATTAN,10033,40.845467,-73.940475,"(40.845467, -73.940475)",Driver Inattention/Distraction,,4408288,Taxi
04/16/2021,0:00,,,40.643875,-74.01887,"(40.643875, -74.01887)",Unspecified,Unspecified,4407961,PKUP
04/14/2021,8:20,QUEENS,11422,40.658947,-73.73472,"(40.658947, -73.73472)",Following Too Closely,Unspecified,4407363,Sedan
04/15/2021,15:45,,,40.69168,-73.999344,"(40.69168, -73.999344)",Following Too Closely,Unspecified,4407629,Sedan
04/15/2021,18:23,BROOKLYN,11214,40.59727,-73.99868,"(40.59727, -73.99868)",Driver Inattention/Distraction,Unspecified,4407641,Sedan
04/14/2021,21:20,BRONX,10469,40.878155,-73.84005,"(40.878155, -73.84005)",Traffic Control Disregarded,Unspecified,4408140,Sedan
4/02/2021,22:20,BROOKLYN,11206,40.696983,-73.935234,"(40.696983, -73.935234)",Unspecified,Unspecified,4408226,Station Wagon/Sport Utility Vehicle
04/14/2021,16:00,BRONX,10473,40.821075,-73.882126,"(40.821075, -73.882126)",Unspecified,,4407500,Sedan
04/14/2021,11:00,BRONX,10466,40.88765,-73.84167,"(40.88765, -73.84167)",Unspecified,Unspecified,4407558,Sedan
04/14/2021,8:45,QUEENS,11419,40.687843,-73.82005,"(40.687843, -73.82005)",Passing or Lane Usage Improper,Unspecified,4407421,Station Wagon/Sport Utility Vehicle
04/14/2021,22:32,BROOKLYN,11208,40.673252,-73.87773,"(40.673252, -73.87773)",Driver Inattention/Distraction,Unspecified,4407743,Sedan
4/09/2021,18:15,,,,,,Unspecified,,4407876,Station Wagon/Sport Utility Vehicle
04/14/2021,11:00,BROOKLYN,11216,40.6699,-73.95116,"(40.6699, -73.95116)",Unspecified,Unspecified,4408261,Station Wagon/Sport Utility Vehicle
04/16/2021,15:04,,,40.667683,-73.99608,"(40.667683, -73.99608)",Following Too Closely,Unspecified,4407965,Sedan
04/14/2021,18:10,BROOKLYN,11230,40.63529,-73.958206,"(40.63529, -73.958206)",Unspecified,,4407450,Sedan
04/13/2021,13:00,BROOKLYN,11249,40.71772,-73.96202,"(40.71772, -73.96202)",Unspecified,,4407812,Sedan
04/16/2021,15:20,,,40.857605,-73.93778,"(40.857605, -73.93778)",Other Vehicular,Unspecified,4408163,Station Wagon/Sport Utility Vehicle
04/16/2021,18:25,,,40.7491,-73.984085,"(40.7491, -73.984085)",Traffic Control Disregarded,Unspecified,4408276,Station Wagon/Sport Utility Vehicle
04/15/2021,17:03,QUEENS,11432,40.71493,-73.79316,"(40.71493, -73.79316)",Driver Inattention/Distraction,,4407676,Sedan
04/16/2021,8:40,,,40.721985,-73.98552,"(40.721985, -73.98552)",Passing Too Closely,Unspecified,4407868,Box Truck
9/08/2021,18:00,,,40.5843,-74.16492,"(40.5843, -74.16492)",Failure to Yield Right-of-Way,Unspecified,4456784,Sedan
04/16/2021,15:00,,,40.67983,-73.9583,"(40.67983, -73.9583)",Backing Unsafely,Unspecified,4408111,Bus
04/15/2021,14:54,BROOKLYN,11222,40.730198,-73.954254,"(40.730198, -73.954254)",Driver Inattention/Distraction,Unspecified,4407807,Box Truck
04/15/2021,9:30,,,40.821117,-73.957466,"(40.821117, -73.957466)",Unspecified,,4407706,Sedan
04/14/2021,23:26,,,40.849167,-73.92393,"(40.849167, -73.92393)",Unsafe Speed,Reaction to Uninvolved Vehicle,4407456,Sedan
04/13/2021,17:20,,,40.579826,-73.97622,"(40.579826, -73.97622)",Driver Inattention/Distraction,Unspecified,4408050,Station Wagon/Sport Utility Vehicle
04/15/2021,16:20,BROOKLYN,11217,40.681335,-73.97667,"(40.681335, -73.97667)",Other Vehicular,Following Too Closely,4407699,Sedan
04/15/2021,7:34,,,40.756725,-73.96,"(40.756725, -73.96)",Reaction to Uninvolved Vehicle,Unspecified,4407605,Sedan
04/14/2021,2:10,QUEENS,11372,40.756557,-73.87594,"(40.756557, -73.87594)",Alcohol Involvement,Unspecified,4407135,Pick-up Truck
04/15/2021,15:30,BROOKLYN,11233,40.67792,-73.9182,"(40.67792, -73.9182)",Driver Inattention/Distraction,Unspecified,4407661,Sedan
04/14/2021,7:44,BROOKLYN,11234,40.607876,-73.92554,"(40.607876, -73.92554)",Turning Improperly,Unspecified,4407930,Sedan
04/16/2021,15:16,,,40.607643,-74.03375,"(40.607643, -74.03375)",Following Too Closely,Unspecified,4407851,Sedan
04/15/2021,13:45,STATEN ISLAND,10308,40.540188,-74.149,"(40.540188, -74.149)",Passing or Lane Usage Improper,Unspecified,4407844,Sedan
04/15/2021,0:00,BROOKLYN,11209,40.616306,-74.03348,"(40.616306, -74.03348)",Driver Inattention/Distraction,Unspecified,4407630,Station Wagon/Sport Utility Vehicle
04/14/2021,19:40,,,,,,Other Vehicular,Failure to Yield Right-of-Way,4407383,Carry All
04/13/2021,14:44,,,40.583874,-73.823044,"(40.583874, -73.823044)",Turning Improperly,Unspecified,4408202,Station Wagon/Sport Utility Vehicle
04/14/2021,9:30,BRONX,10467,40.877827,-73.879585,"(40.877827, -73.879585)",Unsafe Lane Changing,Unspecified,4407516,FDNY Ambul
04/14/2021,13:20,,,40.714554,-73.83147,"(40.714554, -73.83147)",Following Too Closely,Unspecified,4407317,Sedan
04/15/2021,16:00,,,40.763668,-73.82303,"(40.763668, -73.82303)",Passing or Lane Usage Improper,Unspecified,4408210,Station Wagon/Sport Utility Vehicle
04/16/2021,20:24,,,,,,Unsafe Speed,Unspecified,4407894,Sedan
04/16/2021,16:25,,,40.705246,-73.95908,"(40.705246, -73.95908)",Driver Inattention/Distraction,Unspecified,4408354,Box Truck
04/15/2021,15:45,QUEENS,11354,40.77451,-73.838036,"(40.77451, -73.838036)",Following Too Closely,Driver Inexperience,4407911,Sedan
9/09/2021,16:45,MANHATTAN,10021,40.768482,-73.95255,"(40.768482, -73.95255)",Driver Inattention/Distraction,,4456516,Sedan
4/08/2021,13:25,MANHATTAN,10029,40.797405,-73.942535,"(40.797405, -73.942535)",Driver Inattention/Distraction,Unspecified,4407839,Pick-up Truck
4/01/2021,15:10,MANHATTAN,10016,40.74058,-73.978935,"(40.74058, -73.978935)",Driver Inattention/Distraction,Unspecified,4408084,Sedan
04/14/2021,12:12,BRONX,10459,40.829723,-73.8981,"(40.829723, -73.8981)",Unspecified,,4407510,Sedan
4/05/2021,9:15,QUEENS,11365,40.7406,-73.81025,"(40.7406, -73.81025)",Backing Unsafely,,4407992,Sedan
04/16/2021,16:20,QUEENS,11385,40.71363,-73.917885,"(40.71363, -73.917885)",Backing Unsafely,Unspecified,4408252,Sedan
04/15/2021,9:00,BROOKLYN,11218,40.647594,-73.97351,"(40.647594, -73.97351)",Unspecified,Unspecified,4408221,Sedan
08/28/2021,18:00,,,40.760403,-73.98748,"(40.760403, -73.98748)",Unspecified,,4456756,Station Wagon/Sport Utility Vehicle
4/10/2021,11:15,MANHATTAN,10002,40.71975,-73.992165,"(40.71975, -73.992165)",Driver Inattention/Distraction,,4408030,Station Wagon/Sport Utility Vehicle
04/13/2021,13:40,,,40.834503,-73.93037,"(40.834503, -73.93037)",Unspecified,,4407787,Bus
04/15/2021,15:34,STATEN ISLAND,10304,40.63115,-74.076454,"(40.63115, -74.076454)",Failure to Yield Right-of-Way,,4407646,Sedan
4/10/2021,8:50,,,40.835724,-73.92129,"(40.835724, -73.92129)",Following Too Closely,Unspecified,4408195,Pick-up Truck
04/15/2021,12:15,STATEN ISLAND,10310,40.6354,-74.106674,"(40.6354, -74.106674)",Unspecified,Unspecified,4407571,Station Wagon/Sport Utility Vehicle
4/07/2021,14:30,QUEENS,11356,40.781647,-73.833664,"(40.781647, -73.833664)",Driver Inattention/Distraction,Unspecified,4407908,Station Wagon/Sport Utility Vehicle
04/14/2021,5:39,BROOKLYN,11217,40.68837,-73.98056,"(40.68837, -73.98056)",Driver Inattention/Distraction,Unspecified,4407427,Sedan
04/16/2021,22:00,MANHATTAN,10029,40.790417,-73.95184,"(40.790417, -73.95184)",Other Vehicular,Turning Improperly,4408409,Station Wagon/Sport Utility Vehicle
04/15/2021,20:00,BROOKLYN,11236,40.6481,-73.91474,"(40.6481, -73.91474)",Driver Inattention/Distraction,Unspecified,4408121,Sedan
04/16/2021,14:00,QUEENS,11423,40.71275,-73.7673,"(40.71275, -73.7673)",Driver Inattention/Distraction,Unspecified,4407954,Sedan
04/14/2021,8:45,,,40.60069,-74.010056,"(40.60069, -74.010056)",Traffic Control Disregarded,,4407755,Box Truck
04/14/2021,17:00,QUEENS,11368,40.738068,-73.861046,"(40.738068, -73.861046)",Driver Inattention/Distraction,Unspecified,4407438,Sedan
